Baseline 100%T_S,,Baseline 100%T_P,,312_R6G-PdTPP_simple P 6.00 12.00,,312_R6G-PdTPP_simple P 10.00 20.00,,312_R6G-PdTPP_simple P 14.00 28.00,,312_R6G-PdTPP_simple P 18.00 36.00,,312_R6G-PdTPP_simple P 22.00 44.00,,312_R6G-PdTPP_simple P 26.00 52.00,,312_R6G-PdTPP_simple P 30.00 60.00,,312_R6G-PdTPP_simple P 34.00 68.00,,312_R6G-PdTPP_simple P 38.00 76.00,,312_R6G-PdTPP_simple P 42.00 84.00,,312_R6G-PdTPP_simple P 46.00 92.00,,312_R6G-PdTPP_simple P 50.00 100.00,,312_R6G-PdTPP_simple P 54.00 108.00,,312_R6G-PdTPP_simple P 58.00 116.00,,312_R6G-PdTPP_simple P 62.00 124.00,,312_R6G-PdTPP_simple P 66.00 132.00,,312_R6G-PdTPP_simple P 70.00 140.00,,312_R6G-PdTPP_simple P 74.00 148.00,,312_R6G-PdTPP_simple P 78.00 156.00,,312_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
631,24.31829643,631,138.2558289,631,93.48526764,631,93.31520844,631,92.96115875,631,92.45422363,631,91.80576324,631,91.04525757,631,90.06163788,631,88.64529419,631,86.36993408,631,82.75579071,631,77.7667923,631,72.47106171,631,68.20083618,631,66.03096008,631,66.5089035,631,68.63957214,631,71.35002899,631,73.82370758,631,75.50605774,631,72.84086609,
630,24.7678833,630,137.9128265,630,93.60359192,630,93.45664215,630,93.11227417,630,92.60293579,630,91.94060516,630,91.16355133,630,90.20600128,630,88.873703,630,86.7336731,630,83.34169006,630,78.49871826,630,73.14025879,630,68.63922119,630,66.08831024,630,66.16751862,630,68.0847168,630,70.72291565,630,73.23801422,630,75.01325226,630,72.45059967,
629,25.20404816,629,137.5421906,629,93.76148987,629,93.59568024,629,93.28237915,629,92.78229523,629,92.10565948,629,91.30776215,629,90.37165833,629,89.10353851,629,87.11229706,629,83.90811157,629,79.24723816,629,73.83818054,629,69.11975861,629,66.21459198,629,65.89348602,629,67.55774689,629,70.11161804,629,72.65045166,629,74.53666687,629,72.07695007,
628,25.63468742,628,137.2367554,628,93.86314392,628,93.71259308,628,93.39662933,628,92.91706085,628,92.23929596,628,91.43403625,628,90.48173523,628,89.27284241,628,87.40766907,628,84.40847778,628,79.9254837,628,74.52143097,628,69.62831879,628,66.38546753,628,65.64131165,628,67.02615356,628,69.46617889,628,72.02687073,628,74.01695251,628,71.67466736,
627,26.04605865,627,136.8862762,627,93.99613953,627,93.85655212,627,93.56639862,627,93.08274841,627,92.39886475,627,91.58892822,627,90.63633728,627,89.46753693,627,87.72454071,627,84.91002655,627,80.61249542,627,75.25215149,627,70.17425537,627,66.62689209,627,65.47738647,627,66.56236267,627,68.87863922,627,71.43580627,627,73.52796173,627,71.3134079,
626,26.44886589,626,136.5882111,626,94.07606506,626,93.95955658,626,93.67858887,626,93.21992493,626,92.55682373,626,91.72762299,626,90.77348328,626,89.62109375,626,87.97621918,626,85.35603333,626,81.26278687,626,75.96968079,626,70.75466156,626,66.91228485,626,65.34122467,626,66.10988617,626,68.24539185,626,70.80795288,626,72.97509003,626,70.89959717,
625,26.82662582,625,136.3174438,625,94.15744019,625,94.04254913,625,93.77583313,625,93.34175873,625,92.69947052,625,91.8627243,625,90.89118195,625,89.75206757,625,88.20289612,625,85.73898315,625,81.86213684,625,76.67189026,625,71.34629822,625,67.22998047,625,65.25754547,625,65.66757965,625,67.64566803,625,70.16769409,625,72.41899109,625,70.47114563,
624,27.16516495,624,136.0529175,624,94.2496109,624,94.14048767,624,93.87706757,624,93.47252655,624,92.83895874,624,92.01255798,624,91.01602173,624,89.89206696,624,88.40158844,624,86.1159668,624,82.44082642,624,77.37741852,624,71.96691895,624,67.59841919,624,65.23737335,624,65.28923798,624,67.05479431,624,69.53752899,624,71.87566376,624,70.06365967,
623,27.50237274,623,135.8207397,623,94.32878113,623,94.20671082,623,93.98031616,623,93.58844757,623,92.98810577,623,92.1654129,623,91.15387726,623,90.02054596,623,88.58641815,623,86.43024445,623,82.98228455,623,78.06273651,623,72.58969116,623,67.97640991,623,65.26406097,623,64.92544556,623,66.47154999,623,68.88336182,623,71.28057098,623,69.62567902,
622,27.7894249,622,135.6190186,622,94.37762451,622,94.28052521,622,94.05931091,622,93.692276,622,93.1166687,622,92.31825256,622,91.28858185,622,90.14068604,622,88.75631714,622,86.71164703,622,83.47241211,622,78.72350311,622,73.23852539,622,68.41241455,622,65.33358002,622,64.61509705,622,65.9072876,622,68.2249527,622,70.68315125,622,69.17306519,
621,28.04606628,621,135.4351044,621,94.44216156,621,94.35491943,621,94.13865662,621,93.80026245,621,93.25824738,621,92.46839142,621,91.43675232,621,90.27204895,621,88.8948288,621,86.98777771,621,83.92513275,621,79.37562561,621,73.88349915,621,68.85868835,621,65.45558167,621,64.318367,621,65.34406281,621,67.57582092,621,70.0652771,621,68.70330811,
620,28.24575615,620,135.3206329,620,94.47848511,620,94.40201569,620,94.19225311,620,93.8633194,620,93.34799957,620,92.59393311,620,91.58070374,620,90.36559296,620,89.0169754,620,87.17734528,620,84.30194092,620,79.94897461,620,74.52235413,620,69.30821228,620,65.59416962,620,64.06591797,620,64.78277588,620,66.89669037,620,69.41364288,620,68.19634247,
619,28.42072868,619,135.2302246,619,94.52150726,619,94.44063568,619,94.24940491,619,93.94187164,619,93.45645905,619,92.72819519,619,91.70826721,619,90.49957275,619,89.1272583,619,87.37051392,619,84.65351105,619,80.50732422,619,75.12509918,619,69.78045654,619,65.76054382,619,63.84823227,619,64.2413559,619,66.21824646,619,68.74365234,619,67.67681885,
618,28.55275917,618,135.1877594,618,94.5483017,618,94.47363281,618,94.28862,618,93.99181366,618,93.5333786,618,92.85366821,618,91.83798981,618,90.61572266,618,89.22877502,618,87.51877594,618,84.95991516,618,81.0125351,618,75.75175476,618,70.26516724,618,65.95201111,618,63.63941574,618,63.70624161,618,65.5279541,618,68.04507446,618,67.12705231,
617,28.62556267,617,135.1754608,617,94.58957672,617,94.50834656,617,94.33480835,617,94.04090881,617,93.61294556,617,92.96707153,617,91.99384308,617,90.74604034,617,89.32028198,617,87.66137695,617,85.22264862,617,81.46133423,617,76.3371048,617,70.75088501,617,66.15413666,617,63.48760605,617,63.18708038,617,64.82613373,617,67.31833649,617,66.54149628,
616,28.66946793,616,135.2117004,616,94.61126709,616,94.53988647,616,94.36276245,616,94.1096344,616,93.67399597,616,93.05413055,616,92.11254883,616,90.86732483,616,89.42375183,616,87.75229645,616,85.42944336,616,81.8605957,616,76.86727142,616,71.23399353,616,66.37882233,616,63.34665298,616,62.68511581,616,64.12108612,616,66.58209229,616,65.94873047,
615,28.64194489,615,135.3083801,615,94.61237335,615,94.54087067,615,94.38930511,615,94.12230682,615,93.72058105,615,93.11769104,615,92.21650696,615,90.97044373,615,89.5065155,615,87.84477997,615,85.61203003,615,82.21393585,615,77.37464905,615,71.70861816,615,66.59735107,615,63.2136116,615,62.17662048,615,63.38670731,615,65.79656982,615,65.28170776,
614,28.5656929,614,135.4454498,614,94.60336304,614,94.55658722,614,94.38807678,614,94.13788605,614,93.76225281,614,93.19884491,614,92.32285309,614,91.10107422,614,89.61199951,614,87.90883636,614,85.75088501,614,82.5173645,614,77.84462738,614,72.16827393,614,66.85254669,614,63.10588837,614,61.69187546,614,62.64632416,614,64.9879837,614,64.59823608,
613,28.44515228,613,135.6163635,613,94.61455536,613,94.55274963,613,94.39842224,613,94.16257477,613,93.79463959,613,93.25024414,613,92.41555023,613,91.22168732,613,89.6887207,613,87.98252106,613,85.84236145,613,82.74565887,613,78.2562027,613,72.63288879,613,67.09175873,613,63.01712418,613,61.23428345,613,61.91353607,613,64.16811371,613,63.91303635,
612,28.28125572,612,135.830719,612,94.61229706,612,94.56167603,612,94.40665436,612,94.1805954,612,93.82695007,612,93.29424286,612,92.50075531,612,91.33674622,612,89.80057526,612,88.04906464,612,85.93618774,612,82.96082306,612,78.62506866,612,73.0431366,612,67.35283661,612,62.95259476,612,60.78475571,612,61.181633,612,63.33370972,612,63.20939636,
611,28.06806183,611,136.1050262,611,94.57230377,611,94.54017639,611,94.3939209,611,94.1791687,611,93.83467865,611,93.32092285,611,92.544487,611,91.42533875,611,89.89406586,611,88.09165955,611,85.98448944,611,83.1109314,611,78.94701385,611,73.45373535,611,67.62043762,611,62.90158463,611,60.36000061,611,60.44968796,611,62.49679947,611,62.48971176,
610,27.8005867,610,136.3985443,610,94.5499115,610,94.50866699,610,94.38147736,610,94.17203522,610,93.85189819,610,93.34977722,610,92.60915375,610,91.5137558,610,89.98483276,610,88.16044617,610,86.03982544,610,83.24720001,610,79.23566437,610,73.84712982,610,67.90627289,610,62.89759445,610,59.98850632,610,59.76920319,610,61.67199707,610,61.7792244,
609,27.51818657,609,136.7400818,609,94.50935364,609,94.47677612,609,94.34773254,609,94.14894867,609,93.8482132,609,93.35928345,609,92.65636444,609,91.58889771,609,90.09033203,609,88.23545837,609,86.07620239,609,83.33378601,609,79.47312164,609,74.19830322,609,68.21426392,609,62.92367554,609,59.65839005,609,59.12769318,609,60.88452911,609,61.10041809,
608,27.19253349,608,137.1274719,608,94.45529938,608,94.41411591,608,94.31056213,608,94.11973572,608,93.82197571,608,93.34942627,608,92.66578674,608,91.63464355,608,90.16699982,608,88.29252625,608,86.10917664,608,83.40879059,608,79.68031311,608,74.54927826,608,68.52092743,608,63.01079559,608,59.39688873,608,58.55009079,608,60.14668274,608,60.46566772,
607,26.83760834,607,137.4941101,607,94.40897369,607,94.39225006,607,94.28303528,607,94.105896,607,93.82653809,607,93.3801651,607,92.70947266,607,91.71866608,607,90.28501892,607,88.39231873,607,86.1854248,607,83.51371002,607,79.89347839,607,74.91979218,607,68.90151978,607,63.17242813,607,59.23633575,607,58.07164764,607,59.5018158,607,59.88846588,
606,26.47767448,606,137.8943939,606,94.35676575,606,94.33674622,606,94.24655151,606,94.07514191,606,93.80108643,606,93.37910461,606,92.72802734,606,91.77690125,606,90.37377167,606,88.51065063,606,86.26358795,606,83.61544037,606,80.10674286,606,75.28166199,606,69.32066345,606,63.45208359,606,59.19014359,606,57.70634842,606,58.9338913,606,59.39241791,
605,26.11491966,605,138.280304,605,94.30384827,605,94.28587341,605,94.20449829,605,94.04431915,605,93.79273987,605,93.38375854,605,92.76527405,605,91.85010529,605,90.50095367,605,88.66275787,605,86.39108276,605,83.73126984,605,80.3302536,605,75.65415192,605,69.7830658,605,63.79196167,605,59.27080536,605,57.48100281,605,58.51045227,605,59.00645447,
604,25.74745941,604,138.6801453,604,94.24816132,604,94.22577667,604,94.14539337,604,94.01621246,604,93.77429199,604,93.38718414,604,92.79050446,604,91.90879822,604,90.61646271,604,88.80882263,604,86.52856445,604,83.87679291,604,80.57000732,604,76.05980682,604,70.2983551,604,64.2542038,604,59.47610855,604,57.40386963,604,58.21392059,604,58.72455215,
603,25.4232502,603,139.0371399,603,94.20508575,603,94.1918869,603,94.1116333,603,93.98678589,603,93.77271271,603,93.41521454,603,92.84407043,603,91.99329376,603,90.74498749,603,88.98501587,603,86.72128296,603,84.07834625,603,80.85173035,603,76.50505066,603,70.89250946,603,64.82572174,603,59.83702087,603,57.48277283,603,58.08940125,603,58.57304764,
602,25.10954094,602,139.3788452,602,94.1529007,602,94.1354599,602,94.0766983,602,93.95813751,602,93.75710297,602,93.41641998,602,92.88702393,602,92.06367493,602,90.87775421,602,89.17690277,602,86.94319916,602,84.30144501,602,81.1386795,602,76.95589447,602,71.52487946,602,65.48616028,602,60.33968353,602,57.7142067,602,58.09766006,602,58.51996613,
601,24.84369659,601,139.6530151,601,94.11175537,601,94.1103363,601,94.04810333,601,93.94009399,601,93.75977325,601,93.44564819,601,92.94189453,601,92.16555786,601,91.0292511,601,89.39830017,601,87.20375061,601,84.5759964,601,81.47546387,601,77.44889832,601,72.21162415,601,66.25202942,601,60.98573685,601,58.1084671,601,58.28117752,601,58.6130867,
600,24.63729286,600,139.8772583,600,94.06809998,600,94.06711578,600,94.01792145,600,93.92363739,600,93.76663208,600,93.47255707,600,93.01089478,600,92.27399445,600,91.18939972,600,89.62232208,600,87.48141479,600,84.88262939,600,81.83338928,600,77.9719696,600,72.93141937,600,67.08906555,600,61.75135803,600,58.65920639,600,58.58730698,600,58.81204605,
599,24.50253487,599,140.030365,599,94.04050446,599,94.03507996,599,93.98194885,599,93.91606903,599,93.76049042,599,93.49884033,599,93.06651306,599,92.38443756,599,91.3501358,599,89.85139465,599,87.78266907,599,85.22776794,599,82.22434235,599,78.49919891,599,73.67640686,599,67.98790741,599,62.6205101,599,59.32159424,599,59.03437042,599,59.1125412,
598,24.44411278,598,140.1138153,598,93.99852753,598,93.99355316,598,93.96012115,598,93.88413239,598,93.74740601,598,93.52116394,598,93.1391449,598,92.47545624,598,91.4993515,598,90.09220123,598,88.09417725,598,85.58277893,598,82.63282776,598,79.0273056,598,74.40545654,598,68.9008255,598,63.54959488,598,60.08380127,598,59.56902313,598,59.49566269,
597,24.47883224,597,140.1117401,597,93.95710754,597,93.95000458,597,93.91759491,597,93.85868073,597,93.75125122,597,93.53366852,597,93.17304993,597,92.56876373,597,91.6498642,597,90.2975769,597,88.39790344,597,85.94481659,597,83.03852081,597,79.53767395,597,75.11712646,597,69.80387878,597,64.49847412,597,60.9009552,597,60.17894745,597,59.93819809,
596,24.59409904,596,140.006424,596,93.89568329,596,93.90614319,596,93.8792572,596,93.82753754,596,93.72399139,596,93.53824615,596,93.20979309,596,92.65084839,596,91.79647827,596,90.52650452,596,88.70372772,596,86.30754852,596,83.43978882,596,80.04268646,596,75.80744934,596,70.69150543,596,65.47255707,596,61.78076935,596,60.84471512,596,60.4316597,
595,24.84646606,595,139.8334503,595,93.825737,595,93.83280182,595,93.82835388,595,93.77440643,595,93.68373108,595,93.52690125,595,93.21336365,595,92.70285034,595,91.90065765,595,90.69054413,595,88.955513,595,86.65562439,595,83.83612061,595,80.51064301,595,76.42399597,595,71.50951385,595,66.41642761,595,62.66346741,595,61.53461456,595,60.94167328,
594,25.16319084,594,139.5513458,594,93.75637054,594,93.76392365,594,93.75373077,594,93.71786499,594,93.6386261,594,93.48230743,594,93.21037292,594,92.74629974,594,91.98571777,594,90.85708618,594,89.2027359,594,86.96457672,594,84.20225525,594,80.92952728,594,76.97776794,594,72.26124573,594,67.29620361,594,63.51581955,594,62.2424202,594,61.47660446,
593,25.61396599,593,139.1476135,593,93.67306519,593,93.68671417,593,93.67576599,593,93.64750671,593,93.57987213,593,93.44194031,593,93.19944763,593,92.7691803,593,92.061203,593,90.98940277,593,89.41004944,593,87.2782135,593,84.57826996,593,81.34143066,593,77.49441528,593,72.95875549,593,68.13808441,593,64.36114502,593,62.96432114,593,62.03844452,
592,26.17905998,592,138.6724091,592,93.56497192,592,93.57546997,592,93.56337738,592,93.54594421,592,93.50071716,592,93.37423706,592,93.15039825,592,92.75089264,592,92.09081268,592,91.08454895,592,89.58838654,592,87.53954315,592,84.90074921,592,81.70571899,592,77.95054626,592,73.55341339,592,68.88085938,592,65.14595795,592,63.65189362,592,62.58070374,
591,26.84405518,591,138.0831146,591,93.44039154,591,93.46537781,591,93.45596313,591,93.43027496,591,93.37931061,591,93.28022003,591,93.08127594,591,92.71185303,591,92.09367371,591,91.1388855,591,89.72731018,591,87.75231934,591,85.20567322,591,82.06298828,591,78.35590363,591,74.08338928,591,69.56001282,591,65.88246918,591,64.32596588,591,63.15275574,
590,27.60588264,590,137.3923492,590,93.3045578,590,93.32592773,590,93.33353424,590,93.31277466,590,93.26966095,590,93.1713562,590,92.99268341,590,92.65821075,590,92.07997131,590,91.18983459,590,89.82833099,590,87.94682312,590,85.46576691,590,82.38375092,590,78.73073578,590,74.56105042,590,70.16845703,590,66.56388855,590,64.98012543,590,63.70853043,
589,28.48359108,589,136.6461945,589,93.13816071,589,93.16226196,589,93.16145325,589,93.16041565,589,93.11317444,589,93.03690338,589,92.87001801,589,92.56432343,589,92.0273056,589,91.17559814,589,89.88407135,589,88.07341003,589,85.6792984,589,82.65034485,589,79.05725098,589,74.96459961,589,70.6886673,589,67.17228699,589,65.59972382,589,64.27940369,
588,29.43595123,588,135.8201447,588,92.94705963,588,92.97342682,588,92.96429443,588,92.96928406,588,92.94781494,588,92.85929871,588,92.71672058,588,92.42046356,588,91.93563843,588,91.12236786,588,89.90309143,588,88.17338562,588,85.86061859,588,82.90306091,588,79.35359955,588,75.33341217,588,71.16027832,588,67.73635864,588,66.19606018,588,64.83029175,
587,30.47115517,587,134.8879395,587,92.74752045,587,92.7852478,587,92.77501678,587,92.79589844,587,92.75537109,587,92.70483398,587,92.55101776,587,92.28505707,587,91.84092712,587,91.06121063,587,89.90730286,587,88.24474335,587,86.01474762,587,83.14434814,587,79.66555023,587,75.69346619,587,71.60118866,587,68.25830078,587,66.76608276,587,65.40211487,
586,31.56487656,586,133.9344788,586,92.53316498,586,92.5586319,586,92.56212616,586,92.57671356,586,92.55518341,586,92.48767853,586,92.36398315,586,92.11886597,586,91.68829346,586,90.96620941,586,89.85243225,586,88.26000977,586,86.11062622,586,83.33000183,586,79.90738678,586,76.00106812,586,71.99882507,586,68.73025513,586,67.3111496,586,65.94172668,
585,32.71618652,585,132.9284363,585,92.27431488,585,92.30435944,585,92.31331635,585,92.32020569,585,92.30419159,585,92.25774384,585,92.14226532,585,91.9021759,585,91.50254822,585,90.82241821,585,89.76891327,585,88.24610138,585,86.18238831,585,83.47853088,585,80.12266541,585,76.29315948,585,72.36517334,585,69.19150543,585,67.83699036,585,66.47819519,
584,33.91126251,584,131.8640594,584,91.98581696,584,92.00961304,584,92.02791595,584,92.05202484,584,92.04740906,584,92.00763702,584,91.88635254,584,91.66197205,584,91.29214478,584,90.64707184,584,89.63518524,584,88.19116974,584,86.19773102,584,83.57804871,584,80.33429718,584,76.58365631,584,72.72587585,584,69.6319046,584,68.3290329,584,66.98920441,
583,35.1307869,583,130.794754,583,91.68380737,583,91.72277832,583,91.74552155,583,91.75819397,583,91.76025391,583,91.73770905,583,91.64376831,583,91.42198181,583,91.05436707,583,90.44542694,583,89.4842453,583,88.09506226,583,86.17551422,583,83.6649704,583,80.50249481,583,76.82886505,583,73.06497955,583,70.03277588,583,68.81665039,583,67.49339294,
582,36.34822845,582,129.7085266,582,91.3315506,582,91.37232208,582,91.38742828,582,91.39629364,582,91.43774414,582,91.41041565,582,91.31245422,582,91.12078094,582,90.77552795,582,90.19623566,582,89.27570343,582,87.94769287,582,86.10395813,582,83.6727829,582,80.60957336,582,77.03769684,582,73.3642807,582,70.42394257,582,69.27101135,582,67.97857666,
581,37.56474686,581,128.6113281,581,90.93791962,581,90.9907608,581,91.01855469,581,91.04589844,581,91.07737732,581,91.03885651,581,90.98253632,581,90.80712128,581,90.4568634,581,89.90795135,581,89.03726196,581,87.74520874,581,85.99450684,581,83.62926483,581,80.68283081,581,77.21848297,581,73.63890076,581,70.78582001,581,69.72977448,581,68.46144104,
580,38.79154205,580,127.5372238,580,90.49304962,580,90.5404129,580,90.58932495,580,90.63637543,580,90.67719269,580,90.67978668,580,90.60552979,580,90.44438934,580,90.11489105,580,89.58760834,580,88.74576569,580,87.5114212,580,85.81874084,580,83.55267334,580,80.69742584,580,77.34248352,580,73.89385986,580,71.11738586,580,70.15226746,580,68.91819,
579,39.97478867,579,126.4601212,579,90.03385162,579,90.08308411,579,90.12579346,579,90.18005371,579,90.2352066,579,90.24465179,579,90.18850708,579,90.03482056,579,89.7379303,579,89.20909119,579,88.42552948,579,87.24201965,579,85.58627319,579,83.41635132,579,80.65298462,579,77.42156219,579,74.09954834,579,71.43804169,579,70.55962372,579,69.35070801,
578,41.16034317,578,125.4092255,578,89.49079895,578,89.54129028,578,89.61074829,578,89.686409,578,89.76174927,578,89.77335358,578,89.73423767,578,89.5920639,578,89.32440186,578,88.80506897,578,88.0455246,578,86.88564301,578,85.31404114,578,83.20738983,578,80.54914093,578,77.42964935,578,74.21406555,578,71.69585419,578,70.93985748,578,69.76541901,
577,42.28684235,577,124.4113083,577,88.88156128,577,88.94859314,577,89.0317688,577,89.11741638,577,89.19992828,577,89.23304749,577,89.22470856,577,89.08699799,577,88.81674194,577,88.34611511,577,87.59126282,577,86.48583984,577,84.95807648,577,82.94528961,577,80.35622406,577,77.35748291,577,74.28552246,577,71.89512634,577,71.26955414,577,70.13301086,
576,43.39662933,576,123.4139709,576,88.22768402,576,88.31073761,576,88.39661407,576,88.50938416,576,88.59953308,576,88.65911102,576,88.66424561,576,88.55518341,576,88.29001617,576,87.85037231,576,87.12548065,576,86.04431915,576,84.57525635,576,82.61232758,576,80.12342072,576,77.2461319,576,74.2862854,576,72.05328369,576,71.53487396,576,70.46907806,
575,44.47125626,575,122.4783936,575,87.50359344,575,87.60562897,575,87.69685364,575,87.81982422,575,87.93546295,575,88.02951813,575,88.06088257,575,87.9696579,575,87.71866608,575,87.28829956,575,86.58905029,575,85.5608139,575,84.12343597,575,82.23003387,575,79.82879639,575,77.0580368,575,74.22612762,575,72.11988831,575,71.74708557,575,70.75714111,
574,45.48540878,574,121.5792694,574,86.6887207,574,86.80406952,574,86.91950989,574,87.06538391,574,87.21682739,574,87.32662964,574,87.35559082,574,87.29636383,574,87.08118439,574,86.65800476,574,85.98307037,574,84.94857788,574,83.5872879,574,81.74461365,574,79.43807983,574,76.74473572,574,74.07642365,574,72.10536957,574,71.86008453,574,70.96089172,
573,46.4836998,573,120.6815567,573,85.81918335,573,85.96098328,573,86.08571625,573,86.27243042,573,86.44415283,573,86.57496643,573,86.64331055,573,86.60132599,573,86.39879608,573,85.99517059,573,85.33217621,573,84.36355591,573,83.00718689,573,81.23138428,573,78.99440765,573,76.41597748,573,73.85168457,573,72.02640533,573,71.91011047,573,71.10336304,
572,47.39780045,572,119.8430023,572,84.91520691,572,85.01934052,572,85.21147156,572,85.40896606,572,85.62078094,572,85.77825928,572,85.87135315,572,85.85313416,572,85.66897583,572,85.27137756,572,84.65991974,572,83.6825943,572,82.3711319,572,80.6353302,572,78.47134399,572,76.00405121,572,73.55831146,572,71.84809113,572,71.88679504,572,71.17643738,
571,48.32099533,571,119.0788956,571,83.90422058,571,84.03883362,571,84.21850586,571,84.4536972,571,84.68338776,571,84.86991119,571,84.99707031,571,85.00550842,571,84.8532486,571,84.47007751,571,83.86445618,571,82.93165588,571,81.65150452,571,79.93745422,571,77.84667969,571,75.4679184,571,73.15163422,571,71.5863266,571,71.74303436,571,71.14330292,
570,49.20160294,570,118.2819519,570,82.87127686,570,83.03522491,570,83.22351837,570,83.50534058,570,83.74817657,570,83.95902252,570,84.11607361,570,84.16479492,570,84.0063324,570,83.67233276,570,83.07264709,570,82.1568222,570,80.91239166,570,79.24149323,570,77.2159729,570,74.91680145,570,72.71574402,570,71.27217865,570,71.56304932,570,71.09052277,
569,49.95041656,569,117.5855865,569,81.83647156,569,82.00366974,569,82.20657349,569,82.47687531,569,82.7667923,569,83.00281525,569,83.17314911,569,83.23483276,569,83.12928772,569,82.82385254,569,82.22785187,569,81.33100128,569,80.08950043,569,78.49777985,569,76.51425934,569,74.27796173,569,72.17037964,569,70.86447144,569,71.27919769,569,70.90359497,
568,50.56389999,568,117.0569916,568,80.78215027,568,80.92342377,568,81.15584564,568,81.44210815,568,81.76411438,568,82.02171326,568,82.21973419,568,82.31575775,568,82.21006775,568,81.90115356,568,81.33847046,568,80.44187164,568,79.23884583,568,77.67623901,568,75.72274017,568,73.60192871,568,71.57868195,568,70.38047028,568,70.92120361,568,70.69402313,
567,50.96700668,567,116.7251816,567,79.71974182,567,79.90176392,567,80.12325287,567,80.44165039,567,80.76294708,567,81.05493164,567,81.28526306,567,81.38303375,567,81.2658844,567,80.99369049,567,80.43139648,567,79.55988312,567,78.38005066,567,76.81461334,567,74.92868805,567,72.8621521,567,70.93258667,567,69.83628845,567,70.50537109,567,70.43551636,
566,51.23451233,566,116.5200806,566,78.71757507,566,78.91029358,566,79.14237976,566,79.44070435,566,79.78694153,566,80.06698608,566,80.29834747,566,80.41349792,566,80.34575653,566,80.0464859,566,79.51019287,566,78.63838959,566,77.47681427,566,75.938591,566,74.10385132,566,72.07772827,566,70.24013519,566,69.27025604,566,70.02364349,566,70.10297394,
565,51.45146942,565,116.3752823,565,77.77542114,565,77.95187378,565,78.21638489,565,78.5120163,565,78.83673096,565,79.12715912,565,79.35717773,565,79.46947479,565,79.39659119,565,79.13450623,565,78.57288361,565,77.73986053,565,76.55112457,565,75.03007507,565,73.20798492,565,71.27479553,565,69.521698,565,68.62355804,565,69.53642273,565,69.73029327,
564,51.58849335,564,116.3017273,564,76.96509552,564,77.10446167,564,77.34585571,564,77.64217377,564,77.98264313,564,78.24479675,564,78.48147583,564,78.5801239,564,78.49873352,564,78.23043823,564,77.6786499,564,76.8259201,564,75.6652832,564,74.14339447,564,72.36780548,564,70.46257019,564,68.79014587,564,67.97425842,564,68.97061157,564,69.33704376,
563,51.73104858,563,116.2555237,563,76.19442749,563,76.33790588,563,76.55782318,563,76.85313416,563,77.14851379,563,77.42526245,563,77.62973022,563,77.69788361,563,77.63457489,563,77.33654022,563,76.79532623,563,75.92221832,563,74.75556946,563,73.27346039,563,71.50827789,563,69.63790131,563,68.02266693,563,67.31455231,563,68.39751434,563,68.89141846,
562,51.86635208,562,116.1281586,562,75.56877136,562,75.7224884,562,75.92333221,562,76.17614746,562,76.45063782,562,76.71562958,562,76.89076996,562,76.96903992,562,76.84461212,562,76.538414,562,75.95578003,562,75.10448456,562,73.90786743,562,72.43645477,562,70.68850708,562,68.86447906,562,67.30503082,562,66.65672302,562,67.82382965,562,68.47936249,
561,52.03040695,561,116.0472031,561,75.0426712,561,75.14714813,561,75.34011841,561,75.59426117,561,75.82410431,561,76.06443787,561,76.19434357,561,76.25297546,561,76.10733032,561,75.78843689,561,75.17896271,561,74.28485107,561,73.09577179,561,71.59874725,561,69.87097168,561,68.09134674,561,66.55252838,561,65.99236298,561,67.26741791,561,68.05792236,
560,52.20345306,560,115.9509277,560,74.60979462,560,74.72374725,560,74.88802338,560,75.08652496,560,75.30804443,560,75.48753357,560,75.59568024,560,75.59941101,560,75.42870331,560,75.07776642,560,74.44913483,560,73.54540253,560,72.33403778,560,70.82096863,560,69.09629822,560,67.33058929,560,65.85853577,560,65.33477783,560,66.70594788,560,67.6199646,
559,52.33698654,559,115.8492203,559,74.26921082,559,74.38786316,559,74.51960754,559,74.70655823,559,74.87815094,559,75.01566315,559,75.09889221,559,75.07472229,559,74.84347534,559,74.44462585,559,73.77097321,559,72.85995483,559,71.62052917,559,70.09005737,559,68.37248993,559,66.64035034,559,65.17964935,559,64.74711609,559,66.19470215,559,67.24462891,
558,52.51002502,558,115.7701111,558,74.04085541,558,74.11077881,558,74.24126434,558,74.37280273,558,74.51078796,558,74.61697388,558,74.65839386,558,74.57597351,558,74.33113098,558,73.88638306,558,73.18225861,558,72.21912384,558,70.96865082,558,69.44078827,558,67.6882782,558,65.95324707,558,64.54441833,558,64.14614868,558,65.68787384,558,66.86352539,
