Baseline 100%T_S,,Baseline 100%T_P,,312_R6G-PdTPP_simple P 6.00 12.00,,312_R6G-PdTPP_simple P 10.00 20.00,,312_R6G-PdTPP_simple P 14.00 28.00,,312_R6G-PdTPP_simple P 18.00 36.00,,312_R6G-PdTPP_simple P 22.00 44.00,,312_R6G-PdTPP_simple P 26.00 52.00,,312_R6G-PdTPP_simple P 30.00 60.00,,312_R6G-PdTPP_simple P 34.00 68.00,,312_R6G-PdTPP_simple P 38.00 76.00,,312_R6G-PdTPP_simple P 42.00 84.00,,312_R6G-PdTPP_simple P 46.00 92.00,,312_R6G-PdTPP_simple P 50.00 100.00,,312_R6G-PdTPP_simple P 54.00 108.00,,312_R6G-PdTPP_simple P 58.00 116.00,,312_R6G-PdTPP_simple P 62.00 124.00,,312_R6G-PdTPP_simple P 66.00 132.00,,312_R6G-PdTPP_simple P 70.00 140.00,,312_R6G-PdTPP_simple P 74.00 148.00,,312_R6G-PdTPP_simple P 78.00 156.00,,312_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
404,41.05007553,404,106.5441818,404,49.23729324,404,48.52999115,404,47.31996155,404,45.50574493,404,43.25653458,404,40.812603,404,37.90942764,404,35.16511154,404,32.51751709,404,30.76731491,404,30.29316139,404,31.10449982,404,33.42464828,404,36.75694275,404,40.80227661,404,45.32772446,404,50.12104034,404,55.27191925,404,61.13118362,404,65.0042572,
403,41.24394608,403,105.9484482,403,49.87558365,403,49.01641083,403,47.93133163,403,46.17599106,403,44.00531006,403,41.28000259,403,38.21266174,403,35.05845261,403,32.11343765,403,30.11313057,403,29.29114151,403,30.05896759,403,32.53495026,403,35.88083267,403,40.17954254,403,45.08063507,403,49.9087944,403,55.18325043,403,61.00331497,403,64.87798309,
402,41.29343796,402,105.4821167,402,50.6451683,402,50.00918961,402,48.74876022,402,46.93117523,402,44.71429443,402,41.84219742,402,38.50546646,402,35.13396072,402,31.93279266,402,29.66446495,402,28.66691017,402,29.18450546,402,31.36400795,402,34.97821808,402,39.34391022,402,44.55799866,402,49.58963013,402,54.86739731,402,60.90652466,402,64.70822906,
401,41.53354263,401,104.859993,401,51.76640701,401,50.89871216,401,49.75621796,401,47.89059448,401,45.54713821,401,42.58838654,401,39.17885208,401,35.67085266,401,32.08810806,401,29.30236816,401,27.95723152,401,28.28870964,401,30.33734894,401,33.94880676,401,38.55469131,401,43.78330231,401,49.20800018,401,54.73381805,401,60.6937294,401,64.50753021,
400,41.63059998,400,104.056427,400,52.94541168,400,52.12640762,400,50.91213608,400,48.87540054,400,46.53564835,400,43.71026611,400,40.09608459,400,36.28286743,400,32.47787476,400,29.22699356,400,27.49600029,400,27.5396347,400,29.44209671,400,32.98202133,400,37.63239288,400,43.24668121,400,48.87502289,400,54.65748978,400,60.60551834,400,64.56074524,
399,41.58826065,399,103.5260696,399,53.93634033,399,53.25936127,399,52.19540024,399,50.33414841,399,47.71879578,399,44.64490509,399,41.0406189,399,36.98521423,399,32.97873306,399,29.1785984,399,27.00944901,399,26.5872097,399,28.24607277,399,31.85634232,399,36.5582962,399,42.40925217,399,48.04524994,399,54.17286301,399,60.22016525,399,64.21799469,
398,41.75759506,398,102.7812958,398,55.17681885,398,54.33423996,398,53.30298996,398,51.51741028,398,48.99406433,398,46.11803436,398,42.6716423,398,38.4020195,398,33.81106567,398,29.71484756,398,26.88612938,398,26.06218719,398,27.48848152,398,30.79821396,398,35.68757629,398,41.37861633,398,47.5294342,398,53.81578827,398,59.68769836,398,64.21019745,
397,41.90420532,397,102.4311295,397,56.28100204,397,55.48542786,397,54.33404541,397,52.63648605,397,50.17638397,397,47.3765831,397,43.68490601,397,39.1618309,397,34.65431595,397,30.31718445,397,26.80948639,397,25.39801598,397,26.55884361,397,29.49713707,397,34.50011444,397,40.35132599,397,46.66980362,397,52.87078094,397,59.18058014,397,63.37360001,
396,41.99105072,396,101.9220123,396,57.41612244,396,56.75511932,396,55.52484512,396,53.95778275,396,51.69798279,396,48.81479263,396,45.12147141,396,40.56710052,396,35.78531647,396,31.04648972,396,27.15480042,396,25.44141388,396,25.76191139,396,28.29904938,396,33.19987488,396,39.27544022,396,45.82531738,396,52.2532692,396,58.69490433,396,62.95689392,
395,41.91983795,395,101.173439,395,58.58182907,395,57.85847855,395,56.94941711,395,55.5101738,395,53.17923355,395,50.50971603,395,46.72762299,395,42.24528122,395,37.07141113,395,32.07683563,395,27.94445419,395,25.05430794,395,24.88041878,395,27.68174362,395,32.11820221,395,38.22832489,395,44.93966675,395,51.37503052,395,58.15346909,395,62.46481705,
394,42.05511093,394,100.8914566,394,59.43598175,394,58.93676758,394,58.04387283,394,56.46940613,394,54.37507629,394,51.8743515,394,48.12493134,394,43.7645874,394,38.69347382,394,33.30052185,394,28.39071465,394,25.24320984,394,24.44243622,394,26.39370346,394,30.91544151,394,36.92201614,394,43.72397232,394,50.28514862,394,56.85021973,394,61.8426857,
393,41.80084991,393,100.3637085,393,60.57487106,393,60.01580429,393,59.01437378,393,57.71604919,393,55.90028763,393,53.20232391,393,49.96259308,393,45.52103424,393,40.2700882,393,34.82374573,393,29.52270508,393,25.68044662,393,24.28343964,393,25.76728249,393,29.68471146,393,35.45991516,393,42.41386414,393,49.36875153,393,56.40591812,393,60.95091248,
392,41.70895386,392,99.59575653,392,61.66139221,392,61.11952591,392,60.24984741,392,59.46060562,392,57.38030624,392,54.86721802,392,51.51364136,392,47.45280075,392,42.08109283,392,36.272789,392,30.85109329,392,26.20654106,392,24.19006538,392,24.74785995,392,28.69398499,392,34.43328476,392,41.44577026,392,48.3318367,392,55.45083237,392,60.38952637,
391,41.66772842,391,99.2452774,391,62.51542664,391,61.96142578,391,61.18067932,391,60.38914871,391,58.45719147,391,56.29097366,391,53.09364319,391,48.91256714,391,43.90961075,391,38.02316284,391,32.16265869,391,27.17261696,391,24.18789482,391,24.12603569,391,27.62761688,391,33.15698624,391,40.03808975,391,47.30399704,391,54.26468658,391,59.64699554,
390,41.61442947,390,98.65383148,390,63.42655945,390,63.07450485,390,62.29785538,390,61.49386597,390,59.83309174,390,57.73932266,390,54.5810585,390,50.58961487,390,45.63089752,390,40.17698288,390,34.02233887,390,28.42052078,390,24.55068588,390,24.2124691,390,26.40641022,390,31.89940834,390,38.56103897,390,45.66003418,390,53.40658569,390,58.75188828,
389,41.48457718,389,98.19424438,389,64.02174377,389,63.61838531,389,63.08730316,389,62.20071411,389,60.69804382,389,58.69248581,389,56.06138229,389,52.24842453,389,47.57821274,389,41.70423889,389,35.47062683,389,29.73970222,389,25.47256279,389,24.04952621,389,25.72094536,389,30.57271004,389,37.1859436,389,44.57633972,389,52.05371475,389,58.12329102,
388,41.33800507,388,97.73996735,388,64.50898743,388,64.18441772,388,63.81077194,388,63.15756607,388,61.85200882,388,59.93592834,388,57.39385605,388,53.95792007,388,49.52150726,388,43.79431534,388,37.32579422,388,31.4891777,388,26.51296806,388,24.07451248,388,24.96965599,388,29.29860878,388,35.65716553,388,43.16999435,388,50.82315826,388,57.22748566,
387,41.13402176,387,97.54037476,387,64.75675964,387,64.50861359,387,64.16191864,387,63.54712296,387,62.31010437,387,60.83679199,387,58.50559998,387,55.09860611,387,50.73968124,387,45.47940063,387,39.36037064,387,32.61154938,387,27.31029129,387,24.38367653,387,24.71726799,387,28.24906349,387,34.22714615,387,41.39941788,387,49.32076645,387,55.99133301,
386,41.10370636,386,96.84726715,386,65.26808929,386,65.10687256,386,64.89559937,386,64.29520416,386,63.4109726,386,61.74365997,386,59.63772964,386,56.32852936,386,52.75518799,386,47.41144562,386,41.29433441,386,34.74396896,386,28.90982628,386,25.06217575,386,24.20215225,386,27.51741028,386,33.16965866,386,40.06816101,386,48.21737671,386,55.14615631,
385,41.04222488,385,96.55345917,385,65.37046051,385,65.08853149,385,65.13703156,385,64.39334106,385,63.80934143,385,62.51887512,385,60.54047775,385,57.83683777,385,54.06792831,385,49.05867767,385,43.38020706,385,36.53873062,385,30.22094154,385,25.83039474,385,24.5704422,385,26.83376122,385,31.85305977,385,38.72212601,385,47.00096512,385,54.60248566,
384,40.93936157,384,96.08610535,384,65.38911438,384,65.64970398,384,65.33106995,384,65.00880432,384,64.42234802,384,63.276474,384,61.3646698,384,58.79070282,384,55.28881454,384,50.58897781,384,44.69633865,384,38.39468002,384,32.03125763,384,27.08341789,384,24.57382011,384,26.28774261,384,30.60170937,384,37.19820786,384,45.96505356,384,53.56690979,
383,40.62849426,383,95.35726166,383,65.37213898,383,65.63739014,383,65.50595093,383,65.38444519,383,64.81790161,383,63.79993057,383,62.33817291,383,59.94202042,383,56.45554733,383,52.09650421,383,46.72908401,383,40.20081711,383,33.63917542,383,28.24194336,383,25.38020325,383,26.13702393,383,29.82652473,383,36.28326797,383,44.86190033,383,53.20812607,
382,40.25142288,382,95.35223389,382,64.8625412,382,65.0681839,382,65.24880219,382,65.09713745,382,64.53161621,382,64.10740662,382,62.7478714,382,60.52612686,382,57.35913086,382,53.66594696,382,48.14785385,382,41.85452271,382,35.41686249,382,29.54781723,382,25.9647789,382,25.9192028,382,28.73688889,382,35.05738831,382,43.7957077,382,52.24114227,
381,40.15656281,381,94.89006042,381,64.66030884,381,64.73422241,381,65.07762909,381,64.85896301,381,64.90259552,381,64.66832733,381,63.14704895,381,61.14326096,381,58.20922089,381,54.51677322,381,49.5386734,381,43.40265274,381,36.94695663,381,31.26559639,381,26.70913887,381,25.58952332,381,28.38441658,381,34.46754456,381,42.75663757,381,51.37430954,
380,40.04457855,380,94.68647766,380,64.06420135,380,64.12095642,380,64.53720093,380,64.74158478,380,64.72371674,380,64.27967072,380,63.1301651,380,61.68476486,380,59.05543137,380,55.41705322,380,50.74599457,380,44.87510681,380,38.70692062,380,32.44049454,380,27.83623695,380,26.29770851,380,27.99480057,380,33.58207321,380,42.05864716,380,51.15646744,
379,39.61442566,379,93.98095703,379,63.48936462,379,63.70384216,379,64.11325836,379,64.39975739,379,64.45196533,379,64.46035767,379,63.8680954,379,62.26251221,379,59.92701721,379,56.5164566,379,52.17496872,379,46.46150589,379,40.4126358,379,34.18047714,379,29.18852043,379,26.9764843,379,27.85204124,379,33.20749664,379,41.81589127,379,50.91693497,
378,39.530056,378,93.62216949,378,62.79373932,378,63.09645081,378,63.57416534,378,63.9747963,378,64.35489655,378,64.30709076,378,63.86888123,378,62.36837387,378,60.364151,378,57.60341263,378,53.41875458,378,48.04095459,378,42.10794449,378,35.74000549,378,30.22219276,378,27.79405403,378,28.4907074,378,32.94684982,378,41.39204788,378,51.01091766,
377,39.23571014,377,93.61100769,377,61.36210632,377,61.81002426,377,62.73469925,377,63.30747604,377,63.57844925,377,64.18798828,377,63.87358856,377,62.29706573,377,60.47760773,377,57.82219315,377,53.95666504,377,49.14268875,377,43.55731583,377,36.88206482,377,31.7080555,377,28.73986053,377,28.66653252,377,32.90470505,377,40.96306992,377,50.40049744,
376,39.35424805,376,92.71045685,376,60.58813477,376,61.43138885,376,61.87049866,376,62.53110886,376,63.23729324,376,64.21740723,376,63.54144287,376,63.15342712,376,61.32320023,376,58.76165771,376,54.97929001,376,50.38189697,376,44.82723236,376,38.78346634,376,32.86754227,376,29.59890938,376,29.43446922,376,33.07307053,376,40.94892502,376,50.72727203,
375,39.00159454,375,92.3742981,375,59.58206558,375,59.83369446,375,60.71438217,375,61.68611526,375,62.68310547,375,63.07318878,375,63.61734772,375,63.02902603,375,61.6403389,375,59.13248825,375,55.88702011,375,51.53076172,375,46.46773529,375,40.46105576,375,34.89162827,375,30.98621941,375,30.08761024,375,33.37021255,375,41.27192688,375,50.62688446,
374,38.78761673,374,92.17688751,374,58.04882813,374,58.62630463,374,59.75512695,374,60.88116837,374,61.80725861,374,62.6234169,374,63.18121719,374,62.48402023,374,61.7971344,374,59.25318527,374,56.32435226,374,52.52650833,374,47.48322678,374,41.54708481,374,36.37699127,374,32.02651596,374,30.75741577,374,33.70195389,374,41.52745819,374,51.24517822,
373,38.47196579,373,91.62811279,373,56.73882294,373,57.42867661,373,58.83109665,373,59.63946152,373,61.10009384,373,62.09235764,373,62.62485886,373,62.43728256,373,61.53261185,373,60.24321747,373,56.86115646,373,52.99655914,373,48.48694611,373,42.74912262,373,37.75376129,373,33.18206024,373,32.47380066,373,34.27602005,373,42.10921097,373,51.60650635,
372,38.12997437,372,91.52121735,372,55.25299454,372,56.21524048,372,57.17966461,372,58.75038528,372,59.7665863,372,61.28212738,372,62.03965378,372,61.87043762,372,61.37749481,372,59.78846741,372,57.20626068,372,53.11724472,372,49.06902313,372,44.27564621,372,38.83845901,372,35.33750916,372,33.12842178,372,35.05654144,372,42.60630798,372,51.92510605,
371,37.90472031,371,91.11611938,371,53.84645462,371,54.18561172,371,55.94079971,371,57.42905045,371,58.48568726,371,59.94075012,371,61.16136169,371,61.06268692,371,61.16680527,371,59.69815063,371,57.76503754,371,54.66134644,371,50.00434113,371,45.40428925,371,39.90081406,371,35.98313904,371,33.90449524,371,35.78652954,371,43.1281929,371,52.62139893,
370,37.98377228,370,90.62428284,370,51.92190552,370,52.8300705,370,53.98854446,370,55.59077835,370,57.68712234,370,58.99429321,370,60.56309509,370,60.76639175,370,61.08379364,370,59.88368225,370,57.82387161,370,54.37386703,370,50.91043091,370,46.33862305,370,40.91842651,370,37.17198563,370,35.07690811,370,37.79262543,370,44.22357941,370,53.44102859,
369,37.50733948,369,89.96817017,369,50.1322937,369,51.373909,369,53.05491638,369,55.01408386,369,56.1949501,369,58.37635422,369,59.91926956,369,60.09457779,369,60.82909012,369,60.02699661,369,57.86375427,369,55.27374268,369,51.91889572,369,46.82949448,369,42.28451157,369,38.73429108,369,36.57360077,369,38.02095795,369,45.09230804,369,53.89453888,
368,36.97661972,368,89.85888672,368,48.2469368,368,49.2602005,368,50.74191284,368,53.03501892,368,55.47012711,368,56.66411591,368,58.37014771,368,59.71199417,368,60.11994934,368,59.24454498,368,57.69713974,368,55.40890121,368,51.90666199,368,48.05278778,368,43.49658966,368,39.77622223,368,37.66285324,368,39.58167648,368,45.923069,368,54.42026138,
367,37.05312347,367,89.06572723,367,46.41243744,367,47.84637833,367,49.00479889,367,50.94485855,367,53.28098679,367,55.86845398,367,58.00777054,367,58.73952484,367,59.78531647,367,59.31497955,367,58.17647552,367,55.94955063,367,52.36216736,367,48.31782532,367,44.484478,367,41.24604034,367,38.96230698,367,40.50947952,367,47.07110977,367,55.59398651,
366,37.25912476,366,88.28974152,366,44.57451248,366,45.91724014,366,47.48342514,366,49.53778076,366,52.55237198,366,54.85519028,366,56.95589066,366,58.09115601,366,59.36213303,366,59.33849335,366,58.47851181,366,56.1210556,366,53.43650055,366,49.52881622,366,45.91342545,366,42.5382576,366,40.37030029,366,41.59363937,366,48.14840317,366,56.27248764,
365,37.45657349,365,88.69935608,365,41.81031418,365,44.2514801,365,45.11870575,365,47.13098526,365,50.06417084,365,52.74388885,365,54.88557053,365,56.77569962,365,58.220047,365,58.24958038,365,57.2327919,365,55.25832748,365,53.01807022,365,49.55285263,365,45.88588715,365,42.71540451,365,41.95502853,365,43.23933792,365,48.49873352,365,56.61920929,
364,36.91999817,364,87.99716187,364,40.53203583,364,41.69137955,364,42.80627441,364,45.31385422,364,48.19868088,364,50.83301163,364,54.0737381,364,56.03675079,364,57.0758934,364,57.73910904,364,57.16431046,364,55.5224762,364,53.05452347,364,50.04373169,364,46.92958832,364,44.42866516,364,42.17130661,364,43.88439178,364,49.99451828,364,58.09128189,
363,36.49743271,363,87.51754761,363,38.2905426,363,39.225811,363,41.21864319,363,43.72343445,363,46.27398682,363,49.1554184,363,52.22172546,363,54.79395294,363,55.64635468,363,56.90764236,363,57.23566437,363,55.41691208,363,53.57978821,363,50.47297668,363,47.93813324,363,44.7285881,363,43.84395218,363,45.24502182,363,51.07234573,363,58.3446312,
362,36.71158981,362,86.11442566,362,37.19285583,362,37.89136887,362,39.87896347,362,41.62437439,362,44.99340057,362,47.20037842,362,50.97256851,362,53.56251144,362,55.78627014,362,57.47254562,362,56.98831177,362,55.7737236,362,53.52959442,362,51.59337997,362,48.13254166,362,45.7240715,362,44.95383453,362,46.5610733,362,53.26502228,362,60.01766205,
361,36.23742676,361,86.82041931,361,34.28264236,361,35.04551315,361,37.51184464,361,39.20704651,361,41.91402054,361,45.88514709,361,48.69787979,361,51.44339371,361,53.61535645,361,55.21510315,361,55.20072174,361,55.02417755,361,53.38029099,361,50.82387161,361,48.15776825,361,45.76881027,361,45.50799942,361,46.79904938,361,52.94015503,361,59.88366699,
360,35.878582,360,85.56965637,360,32.57372284,360,32.94930267,360,35.64787292,360,37.81089783,360,40.38176346,360,44.17112732,360,47.5795517,360,50.41292191,360,53.14061737,360,54.34418488,360,55.6369133,360,54.69352722,360,54.11207581,360,51.67073441,360,48.68672943,360,47.26608658,360,46.08481979,360,48.29212952,360,53.45640182,360,60.79180145,
359,35.6711731,359,85.85319519,359,30.80003548,359,31.7617321,359,33.42109299,359,34.8992157,359,38.69757462,359,41.40730667,359,45.34412003,359,48.8870163,359,51.1693306,359,53.06636047,359,54.45366669,359,54.26735687,359,53.41119003,359,50.41094971,359,48.38896942,359,46.79080582,359,46.79291916,359,48.05141068,359,54.52379608,359,60.26167297,
358,36.22177124,358,85.2730484,358,29.49767494,358,29.25949478,358,31.60400009,358,33.79068756,358,35.87630844,358,40.1231842,358,43.35351181,358,47.19300079,358,50.35355759,358,52.44212723,358,53.09790421,358,53.63278961,358,52.32575607,358,50.68058395,358,49.62255859,358,47.23468399,358,47.6193924,358,49.69695663,358,54.38828278,358,61.6014061,
357,35.89378357,357,84.33267212,357,27.57044983,357,28.35725021,357,29.97104263,357,31.19585419,357,34.92324829,357,37.79285049,357,42.18320465,357,46.28775406,357,48.51917648,357,51.54168701,357,53.10394669,357,54.34502411,357,52.82961655,357,51.40681839,357,49.62054443,357,47.72023392,357,48.48940277,357,50.24214554,357,56.10380936,357,62.14253235,
356,36.08077621,356,83.68109131,356,26.28507614,356,27.11084175,356,28.41770935,356,30.34551239,356,33.81229782,356,37.47348022,356,40.61545563,356,44.2770195,356,48.60049057,356,50.67411041,356,51.85543442,356,52.99981308,356,52.25890732,356,50.84468842,356,49.11175537,356,49.18296051,356,48.56908417,356,50.07539368,356,56.95040131,356,63.18199539,
355,35.46748734,355,83.33566284,355,24.77610016,355,25.26296043,355,27.15100861,355,28.53322601,355,31.81131554,355,34.69768906,355,38.07195663,355,42.14178467,355,46.47756958,355,49.84273148,355,50.78651428,355,51.44953156,355,52.48458481,355,51.0879097,355,49.98800278,355,48.11429214,355,48.49804306,355,52.03006363,355,56.26856232,355,63.82584381,
354,35.11223602,354,82.77799988,354,23.45038414,354,24.65985107,354,25.36286163,354,27.6299057,354,29.84319115,354,33.23419952,354,37.28258514,354,40.78545761,354,44.64881516,354,47.82599258,354,49.87234879,354,50.97592545,354,51.60533905,354,51.10564804,354,50.09887314,354,48.84585571,354,49.37262726,354,51.88205338,354,57.27824402,354,63.97114563,
353,35.04304504,353,81.99823761,353,22.92337418,353,23.77433205,353,24.67684746,353,25.60316658,353,28.05609703,353,31.02529907,353,35.22760391,353,39.86346436,353,43.61083221,353,46.36341476,353,49.43983459,353,50.99784088,353,51.71746063,353,49.97939301,353,50.26355362,353,49.18565369,353,49.9020462,353,52.91592407,353,58.60471725,353,64.47414398,
352,35.46645737,352,81.54227448,352,22.71122551,352,22.60902977,352,23.25866127,352,24.15700531,352,26.82499504,352,29.73928452,352,34.36621475,352,37.89567947,352,42.58670425,352,46.26619339,352,49.17451859,352,50.52955627,352,51.46315002,352,50.36798096,352,50.23060989,352,50.07658768,352,50.34036636,352,53.21868134,352,58.75156403,352,64.83196259,
351,35.83812332,351,80.96108246,351,21.2993145,351,21.96850014,351,22.72626877,351,24.17233849,351,25.3831749,351,28.14528656,351,32.67749405,351,36.93903351,351,40.19406891,351,44.7209549,351,47.94389343,351,49.84897995,351,51.73491287,351,50.57762146,351,50.99494934,351,50.16791916,351,50.9591713,351,53.83190536,351,59.5474968,351,64.29920197,
